FGRAMPH1_01G00227	1069
FGRAMPH1_01G00229	1329
FGRAMPH1_01G00231	291
FGRAMPH1_01G00233	1683
FGRAMPH1_01G00235	1601
FGRAMPH1_01G00237	1096
FGRAMPH1_01G00239	1275
FGRAMPH1_01G00241	1242
FGRAMPH1_01G00243	1032
FGRAMPH1_01G00245	2267
FGRAMPH1_01G00247	1605
FGRAMPH1_01G00249	1879
FGRAMPH1_01G00251	1419
FGRAMPH1_01G00253	1837
FGRAMPH1_01G00255	2085
FGRAMPH1_01G00257	427
FGRAMPH1_01G00259	1669
FGRAMPH1_01G00261	2707
FGRAMPH1_01G00263	1578
FGRAMPH1_01G00265	1023
FGRAMPH1_01G00267	1026
FGRAMPH1_01G00269	1698
FGRAMPH1_01G00271	2044
FGRAMPH1_01G00273	1649
FGRAMPH1_01G00275	1273
FGRAMPH1_01G00277	579
FGRAMPH1_01G00279	1700
FGRAMPH1_01G00281	3061
FGRAMPH1_01G00283	1749
FGRAMPH1_01G00285	537
FGRAMPH1_01G00287	1357
FGRAMPH1_01G00289	878
FGRAMPH1_01G00291	1645
FGRAMPH1_01G00293	1305
FGRAMPH1_01G00295	1733
FGRAMPH1_01G00297	2055
FGRAMPH1_01G00299	2604
FGRAMPH1_01G00301	1485
FGRAMPH1_01G00303	903
FGRAMPH1_01G00305	2256
FGRAMPH1_01G00307	686
FGRAMPH1_01G00309	1862
FGRAMPH1_01G00311	1699
FGRAMPH1_01G00313	1134
FGRAMPH1_01G00315	3740
FGRAMPH1_01G00317	504
FGRAMPH1_01G00319	497
FGRAMPH1_01G00321	534
FGRAMPH1_01G00323	404
FGRAMPH1_01G00325	1319
FGRAMPH1_01G00327	1909
FGRAMPH1_01G00329	935
FGRAMPH1_01G00331	1519
FGRAMPH1_01G00333	1296
FGRAMPH1_01G00335	1197
FGRAMPH1_01G00337	588
FGRAMPH1_01G00339	3598
FGRAMPH1_01G00341	864
FGRAMPH1_01G00343	6063
FGRAMPH1_01G00345	960
FGRAMPH1_01G00347	1577
FGRAMPH1_01G00349	2566
FGRAMPH1_01G00351	2232
FGRAMPH1_01G00353	344
FGRAMPH1_01G00355	1112
FGRAMPH1_01G00357	618
FGRAMPH1_01G00359	1985
FGRAMPH1_01G00361	642
FGRAMPH1_01G00363	956
FGRAMPH1_01G00365	4082
FGRAMPH1_01G00367	414
FGRAMPH1_01G00369	525
FGRAMPH1_01G00371	252
FGRAMPH1_01G00373	1953
FGRAMPH1_01G00375	894
FGRAMPH1_01G00377	1242
FGRAMPH1_01G00379	1736
FGRAMPH1_01G00381	3189
FGRAMPH1_01G00383	324
FGRAMPH1_01G00385	333
FGRAMPH1_01G00387	2964
FGRAMPH1_01G00389	4293
FGRAMPH1_01G00391	2016
FGRAMPH1_01G00393	1369
FGRAMPH1_01G00395	2208
FGRAMPH1_01G00397	966
FGRAMPH1_01G00399	2420
FGRAMPH1_01G00401	1696
FGRAMPH1_01G00403	2814
FGRAMPH1_01G00405	1047
FGRAMPH1_01G00407	478
FGRAMPH1_01G00409	816
FGRAMPH1_01G00411	189
FGRAMPH1_01G00413	2385
FGRAMPH1_01G00415	2908
FGRAMPH1_01G00417	348
FGRAMPH1_01G00419	819
FGRAMPH1_01G00421	789
FGRAMPH1_01G00423	793
FGRAMPH1_01G00425	563
FGRAMPH1_01G00427	303
FGRAMPH1_01G00429	969
FGRAMPH1_01G00431	4282
FGRAMPH1_01G00433	336
FGRAMPH1_01G00435	243
FGRAMPH1_01G00437	258
FGRAMPH1_01G00439	396
FGRAMPH1_01G00441	1807
FGRAMPH1_01G00443	1436
FGRAMPH1_01G00445	265
FGRAMPH1_01G00447	1499
FGRAMPH1_01G00449	504
FGRAMPH1_01G00451	243
FGRAMPH1_01G00453	354
FGRAMPH1_01G00455	1119
FGRAMPH1_01G00457	2829
FGRAMPH1_01G00459	4431
FGRAMPH1_01G00461	1072
FGRAMPH1_01G00463	1182
FGRAMPH1_01G00465	1679
FGRAMPH1_01G00467	483
FGRAMPH1_01G00469	5987
FGRAMPH1_01G00471	1046
FGRAMPH1_01G00473	1578
FGRAMPH1_01G00475	579
FGRAMPH1_01G00477	1731
FGRAMPH1_01G00479	2193
FGRAMPH1_01G00481	1361
FGRAMPH1_01G00483	2040
FGRAMPH1_01G00485	947
FGRAMPH1_01G00487	333
FGRAMPH1_01G00489	1367
FGRAMPH1_01G00491	2830
FGRAMPH1_01G00493	405
FGRAMPH1_01G00495	2770
FGRAMPH1_01G00497	428
FGRAMPH1_01G00499	2147
FGRAMPH1_01G00501	1823
FGRAMPH1_01G00503	945
FGRAMPH1_01G00505	1439
FGRAMPH1_01G00507	1530
FGRAMPH1_01G00509	3488
FGRAMPH1_01G00511	1061
FGRAMPH1_01G00513	1905
FGRAMPH1_01G00515	287
FGRAMPH1_01G00517	8039
FGRAMPH1_01G00519	327
FGRAMPH1_01G00521	2066
FGRAMPH1_01G00523	2427
FGRAMPH1_01G00525	1596
FGRAMPH1_01G00527	1468
FGRAMPH1_01G00529	225
FGRAMPH1_01G00531	2000
FGRAMPH1_01G00533	1530
FGRAMPH1_01G00535	1761
FGRAMPH1_01G00537	627
FGRAMPH1_01G00539	2071
FGRAMPH1_01G00541	1541
FGRAMPH1_01G00543	3161
FGRAMPH1_01G00545	1559
FGRAMPH1_01G00547	774
FGRAMPH1_01G00549	2007
FGRAMPH1_01G00551	4939
FGRAMPH1_01G00553	4823
FGRAMPH1_01G00555	992
FGRAMPH1_01G00557	892
FGRAMPH1_01G00559	564
FGRAMPH1_01G00561	3609
FGRAMPH1_01G00563	393
FGRAMPH1_01G00565	1448
FGRAMPH1_01G00567	1741
FGRAMPH1_01G00569	931
FGRAMPH1_01G00571	908
FGRAMPH1_01G00573	1071
FGRAMPH1_01G00575	927
FGRAMPH1_01G00577	917
FGRAMPH1_01G00579	814
FGRAMPH1_01G00581	688
FGRAMPH1_01G00583	2304
FGRAMPH1_01G00585	1387
FGRAMPH1_01G00587	1985
FGRAMPH1_01G00589	2123
FGRAMPH1_01G00591	1311
FGRAMPH1_01G00593	1434
FGRAMPH1_01G00595	723
FGRAMPH1_01G00597	980
FGRAMPH1_01G00599	2412
FGRAMPH1_01G00601	969
FGRAMPH1_01G00603	1650
FGRAMPH1_01G00605	2517
FGRAMPH1_01G00607	1044
FGRAMPH1_01G00609	3609
FGRAMPH1_01G00611	1748
FGRAMPH1_01G00613	384
FGRAMPH1_01G00615	366
FGRAMPH1_01G00617	360
FGRAMPH1_01G00619	1193
FGRAMPH1_01G00621	938
FGRAMPH1_01G00623	678
FGRAMPH1_01G00625	759
FGRAMPH1_01G00627	1111
FGRAMPH1_01G00629	1220
FGRAMPH1_01G00631	1190
FGRAMPH1_01G00633	1604
FGRAMPH1_01G00635	1756
FGRAMPH1_01G00637	906
FGRAMPH1_01G00639	1030
FGRAMPH1_01G00641	339
FGRAMPH1_01G00643	3664
FGRAMPH1_01G00645	1724
FGRAMPH1_01G00647	877
FGRAMPH1_01G00649	3315
FGRAMPH1_01G00651	423
FGRAMPH1_01G00653	1332
FGRAMPH1_01G00655	618
FGRAMPH1_01G00657	1570
FGRAMPH1_01G00659	1595
ENSRNA049558238	83
FGRAMPH1_01G00661	507
FGRAMPH1_01G00663	552
FGRAMPH1_01G00665	666
FGRAMPH1_01G00667	991
FGRAMPH1_01G00669	1310
FGRAMPH1_01G00671	5944
FGRAMPH1_01G00673	415
FGRAMPH1_01G00675	960
FGRAMPH1_01G00677	3603
FGRAMPH1_01G00679	3204
FGRAMPH1_01G00681	2090
FGRAMPH1_01G00683	1032
FGRAMPH1_01G00685	438
FGRAMPH1_01G00687	422
FGRAMPH1_01G00689	1091
FGRAMPH1_01G00691	1123
FGRAMPH1_01G00693	1206
FGRAMPH1_01G00695	530
FGRAMPH1_01G00697	2068
FGRAMPH1_01G00699	284
FGRAMPH1_01G00701	3127
FGRAMPH1_01G00703	1110
FGRAMPH1_01G00705	2627
FGRAMPH1_01G00707	565
FGRAMPH1_01G00709	1936
FGRAMPH1_01G00711	1980
FGRAMPH1_01G00713	1368
FGRAMPH1_01G00715	1318
FGRAMPH1_01G00717	921
FGRAMPH1_01G00719	1485
FGRAMPH1_01G00721	3093
FGRAMPH1_01G00723	216
FGRAMPH1_01G00725	183
FGRAMPH1_01G00727	120
FGRAMPH1_01G00729	2571
FGRAMPH1_01G00731	1217
FGRAMPH1_01G00733	1160
FGRAMPH1_01G00735	1092
FGRAMPH1_01G00737	468
FGRAMPH1_01G00739	699
FGRAMPH1_01G00741	1037
FGRAMPH1_01G00743	1196
FGRAMPH1_01G00745	2884
FGRAMPH1_01G00747	1996
FGRAMPH1_01G00749	963
FGRAMPH1_01G00751	731
ENSRNA049559570	108
FGRAMPH1_01G00753	1505
FGRAMPH1_01G00755	1496
FGRAMPH1_01G00757	288
FGRAMPH1_01G00759	2328
FGRAMPH1_01G00761	243
FGRAMPH1_01G00763	2136
FGRAMPH1_01G00765	5165
FGRAMPH1_01G00767	484
ENSRNA049559551	95
FGRAMPH1_01G00769	2433
FGRAMPH1_01G00771	1572
FGRAMPH1_01G00773	2211
FGRAMPH1_01G00775	2810
FGRAMPH1_01G00777	2379
FGRAMPH1_01G00779	7854
FGRAMPH1_01G00781	2346
FGRAMPH1_01G00783	1260
FGRAMPH1_01G00785	2310
FGRAMPH1_01G00787	3757
FGRAMPH1_01G00789	2213
FGRAMPH1_01G00791	468
FGRAMPH1_01G00793	2412
FGRAMPH1_01G00795	3091
FGRAMPH1_01G00797	1754
FGRAMPH1_01G00799	697
FGRAMPH1_01G00801	3654
FGRAMPH1_01G00803	1602
FGRAMPH1_01G00805	1270
FGRAMPH1_01G00807	1807
FGRAMPH1_01G00809	983
FGRAMPH1_01G00811	1938
FGRAMPH1_01G00813	1391
FGRAMPH1_01G00815	2065
FGRAMPH1_01G00817	4278
FGRAMPH1_01G00821	1913
FGRAMPH1_01G00819	2923
FGRAMPH1_01G00823	760
FGRAMPH1_01G00825	2615
FGRAMPH1_01G00827	921
FGRAMPH1_01G00829	1777
FGRAMPH1_01G00831	472
FGRAMPH1_01G00833	1143
FGRAMPH1_01G00835	2080
FGRAMPH1_01G00837	219
FGRAMPH1_01G00839	2268
FGRAMPH1_01G00841	1845
FGRAMPH1_01G00843	4350
FGRAMPH1_01G00845	867
FGRAMPH1_01G00847	1598
FGRAMPH1_01G00849	1408
FGRAMPH1_01G00851	1478
FGRAMPH1_01G00853	1402
FGRAMPH1_01G00855	7516
FGRAMPH1_01G00857	666
FGRAMPH1_01G00859	3239
FGRAMPH1_01G00861	3718
FGRAMPH1_01G00863	1088
FGRAMPH1_01G00865	1539
FGRAMPH1_01G00867	3200
FGRAMPH1_01G00869	2807
FGRAMPH1_01G00871	2848
FGRAMPH1_01G00873	3587
FGRAMPH1_01G00875	1799
FGRAMPH1_01G00877	1913
FGRAMPH1_01G00879	3679
FGRAMPH1_01G00881	876
FGRAMPH1_01G00883	2633
FGRAMPH1_01G00885	2626
FGRAMPH1_01G00887	432
FGRAMPH1_01G00889	207
FGRAMPH1_01G00891	475
FGRAMPH1_01G00893	2896
FGRAMPH1_01G00895	3063
FGRAMPH1_01G00897	202
FGRAMPH1_01G00899	3356
FGRAMPH1_01G00901	197
FGRAMPH1_01G00903	374
FGRAMPH1_01G00905	426
FGRAMPH1_01G00907	1122
FGRAMPH1_01G00909	1115
FGRAMPH1_01G00911	3520
FGRAMPH1_01G00913	970
FGRAMPH1_01G00915	1686
FGRAMPH1_01G00917	530
FGRAMPH1_01G00919	2013
FGRAMPH1_01G00921	1161
FGRAMPH1_01G00923	3007
FGRAMPH1_01G00925	3887
FGRAMPH1_01G00927	1735
FGRAMPH1_01G00929	2620
FGRAMPH1_01G00931	924
FGRAMPH1_01G00933	1195
FGRAMPH1_01G00935	717
FGRAMPH1_01G00937	218
FGRAMPH1_01G00939	3698
FGRAMPH1_01G00941	1217
FGRAMPH1_01G00943	2457
FGRAMPH1_01G00945	1795
FGRAMPH1_01G00947	765
FGRAMPH1_01G00949	3355
FGRAMPH1_01G00951	508
FGRAMPH1_01G00953	2538
FGRAMPH1_01G00955	429
ENSRNA049513953	184
FGRAMPH1_01G00957	2511
FGRAMPH1_01G00959	3178
FGRAMPH1_01G00961	1671
FGRAMPH1_01G00963	1208
FGRAMPH1_01G00965	1995
FGRAMPH1_01G00967	4784
FGRAMPH1_01G00969	1234
FGRAMPH1_01G00971	3672
FGRAMPH1_01G00973	739
FGRAMPH1_01G00975	411
FGRAMPH1_01G00977	2124
FGRAMPH1_01G00979	1358
FGRAMPH1_01G00981	3085
ENSRNA049558251	82
FGRAMPH1_01G00983	1947
FGRAMPH1_01G00985	992
FGRAMPH1_01G00987	2548
FGRAMPH1_01G00989	1682
FGRAMPH1_01G00991	2158
FGRAMPH1_01G00993	645
FGRAMPH1_01G00995	3965
FGRAMPH1_01G00997	1413
FGRAMPH1_01G00999	1872
FGRAMPH1_01G01001	1005
FGRAMPH1_01G01003	4904
FGRAMPH1_01G01005	914
FGRAMPH1_01G01007	1218
FGRAMPH1_01G01009	1755
FGRAMPH1_01G01011	2144
FGRAMPH1_01G01013	2405
FGRAMPH1_01G01015	1090
FGRAMPH1_01G01017	1614
FGRAMPH1_01G01019	2051
FGRAMPH1_01G01021	159
FGRAMPH1_01G01023	1113
FGRAMPH1_01G01025	318
FGRAMPH1_01G01027	297
FGRAMPH1_01G01029	1051
FGRAMPH1_01G01031	489
FGRAMPH1_01G01033	1555
FGRAMPH1_01G01035	2876
FGRAMPH1_01G01037	2577
FGRAMPH1_01G01039	2280
FGRAMPH1_01G01041	2770
FGRAMPH1_01G01043	921
FGRAMPH1_01G01045	2913
FGRAMPH1_01G01047	1870
FGRAMPH1_01G01049	3301
FGRAMPH1_01G01051	2726
FGRAMPH1_01G01053	400
FGRAMPH1_01G01055	2273
FGRAMPH1_01G01057	1726
FGRAMPH1_01G01059	1451
FGRAMPH1_01G01061	596
FGRAMPH1_01G01063	165
FGRAMPH1_01G01065	762
FGRAMPH1_01G01067	1021
FGRAMPH1_01G01069	4642
FGRAMPH1_01G01071	1066
FGRAMPH1_01G01073	1029
FGRAMPH1_01G01075	1709
FGRAMPH1_01G01077	1334
FGRAMPH1_01G01079	2172
FGRAMPH1_01G01081	1926
FGRAMPH1_01G01083	831
FGRAMPH1_01G01085	3425
FGRAMPH1_01G01087	2829
FGRAMPH1_01G01089	3677
FGRAMPH1_01G01091	2805
FGRAMPH1_01G01093	537
FGRAMPH1_01G01095	2427
FGRAMPH1_01G01097	451
FGRAMPH1_01G01099	642
FGRAMPH1_01G01101	1395
FGRAMPH1_01G01103	1439
ENSRNA049513981	85
FGRAMPH1_01G01105	1317
FGRAMPH1_01G01107	2223
FGRAMPH1_01G01109	939
FGRAMPH1_01G01111	1144
FGRAMPH1_01G01113	2620
FGRAMPH1_01G01115	1270
FGRAMPH1_01G01117	2865
FGRAMPH1_01G01119	2796
FGRAMPH1_01G01121	515
FGRAMPH1_01G01123	524
FGRAMPH1_01G01125	3628
FGRAMPH1_01G01127	6673
FGRAMPH1_01G01129	747
FGRAMPH1_01G01131	1818
FGRAMPH1_01G01133	1319
FGRAMPH1_01G01135	5113
FGRAMPH1_01G01137	309
FGRAMPH1_01G01139	2288
FGRAMPH1_01G01141	1017
FGRAMPH1_01G01143	1328
FGRAMPH1_01G01145	1894
FGRAMPH1_01G01147	2047
FGRAMPH1_01G01149	1219
FGRAMPH1_01G01151	1989
FGRAMPH1_01G01153	3126
FGRAMPH1_01G01155	294
FGRAMPH1_01G01157	1392
FGRAMPH1_01G01159	791
FGRAMPH1_01G01161	2907
FGRAMPH1_01G01163	2084
FGRAMPH1_01G01165	909
FGRAMPH1_01G01167	1023
FGRAMPH1_01G01169	795
FGRAMPH1_01G01171	696
FGRAMPH1_01G01173	1779
FGRAMPH1_01G01175	1740
FGRAMPH1_01G01177	646
FGRAMPH1_01G01179	1037
FGRAMPH1_01G01181	856
FGRAMPH1_01G01183	1515
FGRAMPH1_01G01185	1824
FGRAMPH1_01G01187	1668
FGRAMPH1_01G01189	618
FGRAMPH1_01G01191	1212
FGRAMPH1_01G01193	432
FGRAMPH1_01G01195	1227
FGRAMPH1_01G01197	1788
FGRAMPH1_01G01199	612
ENSRNA049513750	193
FGRAMPH1_01G01201	1937
FGRAMPH1_01G01203	1557
FGRAMPH1_01G01205	1539
FGRAMPH1_01G01207	817
FGRAMPH1_01G01209	2025
FGRAMPH1_01G01211	1220
FGRAMPH1_01G01213	3175
FGRAMPH1_01G01215	591
FGRAMPH1_01G01217	621
FGRAMPH1_01G01219	309
FGRAMPH1_01G01221	3235
FGRAMPH1_01G01223	1734
FGRAMPH1_01G01225	858
FGRAMPH1_01G01227	1717
FGRAMPH1_01G01229	1838
FGRAMPH1_01G01231	770
ENSRNA049559536	72
FGRAMPH1_01G01233	2257
FGRAMPH1_01G01235	762
FGRAMPH1_01G01237	767
FGRAMPH1_01G01239	523
FGRAMPH1_01G01241	3606
ENSRNA049559522	95
FGRAMPH1_01G01243	480
FGRAMPH1_01G01245	1746
FGRAMPH1_01G01247	2888
FGRAMPH1_01G01249	1086
FGRAMPH1_01G01251	1768
FGRAMPH1_01G01253	3317
FGRAMPH1_01G01255	2356
FGRAMPH1_01G01257	2662
FGRAMPH1_01G01259	1056
FGRAMPH1_01G01261	222
FGRAMPH1_01G01263	1423
FGRAMPH1_01G01265	1285
FGRAMPH1_01G01267	2395
FGRAMPH1_01G01269	346
FGRAMPH1_01G01271	327
FGRAMPH1_01G01273	1083
FGRAMPH1_01G01275	210
FGRAMPH1_01G01277	1972
FGRAMPH1_01G01279	770
FGRAMPH1_01G01281	3481
FGRAMPH1_01G01283	1323
FGRAMPH1_01G01285	3189
FGRAMPH1_01G01287	1954
FGRAMPH1_01G01289	3528
FGRAMPH1_01G01291	2554
FGRAMPH1_01G01293	1302
FGRAMPH1_01G01295	2462
FGRAMPH1_01G01297	3373
FGRAMPH1_01G01299	2679
FGRAMPH1_01G01301	2148
FGRAMPH1_01G01303	1053
FGRAMPH1_01G01305	1988
FGRAMPH1_01G01307	2282
FGRAMPH1_01G01309	2471
FGRAMPH1_01G01311	2899
FGRAMPH1_01G01313	321
FGRAMPH1_01G01315	517
FGRAMPH1_01G01317	833
FGRAMPH1_01G01319	1010
FGRAMPH1_01G01321	1271
FGRAMPH1_01G01323	1789
FGRAMPH1_01G01325	240
FGRAMPH1_01G01327	2798
FGRAMPH1_01G01329	819
FGRAMPH1_01G01331	579
FGRAMPH1_01G01333	689
FGRAMPH1_01G01335	294
FGRAMPH1_01G01337	276
FGRAMPH1_01G01339	2783
FGRAMPH1_01G01341	895
FGRAMPH1_01G01343	1482
FGRAMPH1_01G01345	3140
FGRAMPH1_01G01347	357
FGRAMPH1_01G01349	1202
FGRAMPH1_01G01351	4474
FGRAMPH1_01G01353	2360
FGRAMPH1_01G01355	2598
FGRAMPH1_01G01357	1802
FGRAMPH1_01G01359	197
FGRAMPH1_01G01361	5256
FGRAMPH1_01G01363	1584
FGRAMPH1_01G01365	1728
FGRAMPH1_01G01367	1443
FGRAMPH1_01G01369	1821
FGRAMPH1_01G01371	1515
FGRAMPH1_01G01373	2046
FGRAMPH1_01G01375	1948
FGRAMPH1_01G01377	585
FGRAMPH1_01G01379	294
FGRAMPH1_01G01381	4112
FGRAMPH1_01G01383	1791
FGRAMPH1_01G01385	3151
FGRAMPH1_01G01387	456
FGRAMPH1_01G01389	3062
FGRAMPH1_01G01391	885
FGRAMPH1_01G01393	2355
FGRAMPH1_01G01395	659
FGRAMPH1_01G01397	2521
FGRAMPH1_01G01399	3279
FGRAMPH1_01G01401	1092
FGRAMPH1_01G01403	5834
FGRAMPH1_01G01405	5019
FGRAMPH1_01G01407	3237
FGRAMPH1_01G01409	462
FGRAMPH1_01G01411	1602
FGRAMPH1_01G01413	1026
FGRAMPH1_01G01415	1307
FGRAMPH1_01G01417	615
FGRAMPH1_01G01419	652
ENSRNA049559502	104
FGRAMPH1_01G01421	1987
FGRAMPH1_01G01423	2978
FGRAMPH1_01G01425	657
FGRAMPH1_01G01427	1985
FGRAMPH1_01G01429	1443
FGRAMPH1_01G01431	780
FGRAMPH1_01G01433	1385
FGRAMPH1_01G01435	3315
FGRAMPH1_01G01437	324
FGRAMPH1_01G01439	3458
FGRAMPH1_01G01441	1894
FGRAMPH1_01G01443	8009
FGRAMPH1_01G01445	555
FGRAMPH1_01G01447	746
FGRAMPH1_01G01449	2686
FGRAMPH1_01G01451	572
FGRAMPH1_01G01453	1980
FGRAMPH1_01G01455	2163
FGRAMPH1_01G01457	867
FGRAMPH1_01G01459	3682
FGRAMPH1_01G01461	5720
FGRAMPH1_01G01463	2391
FGRAMPH1_01G01465	1977
FGRAMPH1_01G01467	1524
FGRAMPH1_01G01469	1016
FGRAMPH1_01G01471	1091
FGRAMPH1_01G01473	1761
FGRAMPH1_01G01475	624
FGRAMPH1_01G01477	3119
FGRAMPH1_01G01479	1113
FGRAMPH1_01G01481	3810
FGRAMPH1_01G01483	3450
FGRAMPH1_01G01485	1348
FGRAMPH1_01G01487	156
FGRAMPH1_01G01489	1910
FGRAMPH1_01G01491	441
FGRAMPH1_01G01493	183
FGRAMPH1_01G01495	345
FGRAMPH1_01G01497	1965
FGRAMPH1_01G01499	1321
FGRAMPH1_01G01501	916
FGRAMPH1_01G01503	1942
FGRAMPH1_01G01505	1212
FGRAMPH1_01G01507	4162
FGRAMPH1_01G01509	2170
FGRAMPH1_01G01511	1408
FGRAMPH1_01G01513	4857
FGRAMPH1_01G01515	387
FGRAMPH1_01G01517	1356
FGRAMPH1_01G01519	1047
FGRAMPH1_01G01521	1633
FGRAMPH1_01G01523	489
FGRAMPH1_01G01525	1692
FGRAMPH1_01G01527	1774
FGRAMPH1_01G01529	918
FGRAMPH1_01G01531	1575
FGRAMPH1_01G01533	2342
FGRAMPH1_01G01535	3633
FGRAMPH1_01G01537	852
FGRAMPH1_01G01539	834
FGRAMPH1_01G01541	2257
FGRAMPH1_01G01543	3225
FGRAMPH1_01G01545	174
FGRAMPH1_01G01547	1159
FGRAMPH1_01G01549	1484
FGRAMPH1_01G01551	1528
FGRAMPH1_01G01553	924
FGRAMPH1_01G01555	2692
FGRAMPH1_01G01557	273
FGRAMPH1_01G01559	2954
FGRAMPH1_01G01561	2376
FGRAMPH1_01G01563	5202
ENSRNA049558298	90
FGRAMPH1_01G01565	3686
FGRAMPH1_01G01567	3601
FGRAMPH1_01G01569	4000
FGRAMPH1_01G01571	2731
FGRAMPH1_01G01573	2672
FGRAMPH1_01G01575	2433
FGRAMPH1_01G01577	1654
FGRAMPH1_01G01579	1681
FGRAMPH1_01G01581	903
FGRAMPH1_01G01583	2421
FGRAMPH1_01G01585	1924
FGRAMPH1_01G01587	359
FGRAMPH1_01G01589	4286
FGRAMPH1_01G01591	2382
FGRAMPH1_01G01593	822
FGRAMPH1_01G01595	2400
FGRAMPH1_01G01597	1141
FGRAMPH1_01G01599	4228
FGRAMPH1_01G01601	13083
FGRAMPH1_01G01603	1684
FGRAMPH1_01G01605	441
FGRAMPH1_01G01607	1583
FGRAMPH1_01G01609	2362
FGRAMPH1_01G01611	1198
FGRAMPH1_01G01613	1718
FGRAMPH1_01G01615	787
FGRAMPH1_01G01617	2480
FGRAMPH1_01G01619	1398
FGRAMPH1_01G01621	4280
FGRAMPH1_01G01623	2443
FGRAMPH1_01G01625	2684
FGRAMPH1_01G01627	2139
FGRAMPH1_01G01629	7629
FGRAMPH1_01G01631	538
FGRAMPH1_01G01633	1847
FGRAMPH1_01G01635	177
FGRAMPH1_01G01637	240
FGRAMPH1_01G01639	1459
FGRAMPH1_01G01641	4470
FGRAMPH1_01G01643	1299
FGRAMPH1_01G01645	1156
FGRAMPH1_01G01647	2278
FGRAMPH1_01G01649	492
FGRAMPH1_01G01651	2084
FGRAMPH1_01G01653	1377
FGRAMPH1_01G01655	3692
FGRAMPH1_01G01657	186
FGRAMPH1_01G01659	3184
FGRAMPH1_01G01661	1821
