clone7_fin	mmc:Mmcs_1573	65.50	258	84	1	800	42	88	345	1e-83	 312
clone7_fin	mva:Mvan_1878	67.46	252	77	1	797	57	89	340	4e-83	 310
clone8_deb	lbl:LBL_0703	39.51	243	130	3	78	755	47	289	1e-39	 166
clone8_deb	lbj:LBJ_2405	39.51	243	130	3	78	755	47	289	1e-39	 166
clone8_deb	lic:LIC13009	39.51	243	130	3	78	755	46	288	3e-39	 164
clone8_deb	lil:LA0560	39.51	243	130	3	78	755	46	288	3e-39	 164
clone8_deb	lbf:LBF_3202	37.86	243	134	4	78	755	47	289	5e-35	 150
clone8_fin	nfa:nfa46940	36.86	236	144	4	51	743	37	271	4e-16	88.2
clone8_fin	sgr:SGR_4791	31.51	238	162	1	33	743	22	259	3e-15	85.1
clone8_fin	sgr:SGR_4791	26.77	254	172	5	15	734	662	912	3e-11	72.0
clone8_fin	hau:Haur_3626	32.81	192	126	2	84	650	36	227	4e-15	84.7
clone8_fin	fal:FRAAL1741	32.35	238	160	1	33	743	13	250	7e-15	84.0
clone8_fin	fal:FRAAL1741	25.00	248	175	3	15	725	698	945	2e-08	62.4
clone8_fin	sen:SACE_6384	31.96	219	148	1	90	743	44	262	1e-14	82.8
clone8_fin	sen:SACE_6384	24.51	253	179	4	3	725	647	898	1e-06	56.2
clone9_deb	sgr:SGR_2163	71.27	181	49	1	234	767	5	185	3e-57	 224
clone9_deb	sco:SCO5373	72.53	182	47	2	234	770	5	184	3e-56	 221
clone9_deb	ace:Acel_0653	74.18	182	39	2	249	770	16	195	5e-56	 220
clone9_deb	nca:Noca_1763	72.32	177	48	1	243	770	13	189	1e-55	 219
clone9_deb	sma:SAV2881	70.88	182	50	2	234	770	5	184	5e-55	 217
clone9_fin	nca:Noca_3362	53.48	230	105	1	31	714	54	283	6e-58	 226
clone9_fin	mta:Moth_2265	37.55	237	146	1	31	735	56	292	7e-36	 153
clone9_fin	syn:sll1683	39.22	232	139	1	34	723	60	291	7e-35	 150
clone9_fin	bcy:Bcer98_2664	37.77	233	143	1	34	726	57	289	2e-34	 149
clone9_fin	bld:BLi01681	41.23	228	132	1	34	711	63	290	3e-34	 148
clone10_deb	chu:CHU_1688	27.27	198	140	7	601	20	1119	1293	1e-07	60.5
clone10_deb	chu:CHU_2674	27.99	268	178	16	787	29	378	620	1e-07	60.1
clone10_deb	pgn:PGN_1317	32.65	98	62	4	301	20	372	466	7e-07	57.8
clone10_deb	pgi:PG1035	32.65	98	62	4	301	20	372	466	7e-07	57.8
clone10_deb	pdi:BDI_0818	33.33	93	58	4	286	20	332	417	6e-05	51.2
clone10_fin	cts:Ctha_2262	36.36	132	84	0	422	817	55	186	5e-20	 101
clone10_fin	chu:CHU_3759	31.48	162	111	1	332	817	4	164	7e-14	80.9
clone10_fin	mxa:MXAN_1563	33.59	128	83	2	431	808	39	165	2e-12	76.3
clone10_fin	cbd:CBUD_0522	30.23	129	90	1	431	817	40	167	2e-11	72.8
clone10_fin	cbs:COXBURSA331_A1656	30.23	129	90	1	431	817	40	167	2e-11	72.8
clone11_deb	sth:STH1643	50.57	174	85	1	591	73	1	174	5e-40	 167
clone11_deb	ace:Acel_1497	47.85	186	96	1	591	37	1	186	1e-39	 166
clone11_deb	fra:Francci3_3538	45.79	190	98	1	591	37	1	190	5e-39	 164
clone11_deb	fal:FRAAL5732	46.03	189	98	1	591	37	1	189	7e-39	 164
clone11_deb	csc:Csac_2139	47.83	184	96	1	591	40	1	182	3e-38	 162
clone11_fin	mgi:Mflv_3138	47.37	247	113	4	10	699	160	406	2e-49	 198
clone11_fin	mva:Mvan_3387	47.77	247	112	5	10	699	110	356	7e-49	 196
clone11_fin	msm:MSMEG_3281	48.57	245	109	5	16	699	161	405	7e-49	 196
clone11_fin	msm:MSMEG_0662	46.22	251	114	5	7	696	113	363	1e-47	 192
clone11_fin	mjl:Mjls_2606	46.56	247	115	5	10	699	125	371	3e-47	 191
clone12_deb	stp:Strop_1639	70.97	155	45	0	787	323	396	550	2e-61	 238
clone12_deb	saq:Sare_1624	69.68	155	47	0	787	323	396	550	3e-60	 234
clone12_deb	ssp:SSP0196	67.52	157	49	1	787	323	393	549	1e-56	 222
clone12_deb	sha:SH0429	68.15	157	48	1	787	323	394	550	2e-56	 221
clone12_deb	sae:NWMN_2509	66.88	157	50	1	787	323	396	552	5e-56	 220
clone12_fin	mjl:Mjls_2604	49.18	122	61	1	418	780	11	132	5e-27	 124
clone12_fin	mkm:Mkms_2610	49.18	122	61	1	418	780	11	132	5e-27	 124
clone12_fin	mmc:Mmcs_2565	49.18	122	61	1	418	780	11	132	5e-27	 124
clone12_fin	mva:Mvan_3389	50.00	122	60	1	418	780	11	132	2e-26	 122
clone12_fin	mgi:Mflv_3136	48.36	122	62	1	418	780	11	132	3e-26	 121
clone13_deb	ote:Oter_0321	52.63	114	53	1	499	161	1	114	1e-24	 101
clone13_deb	ote:Oter_0321	68.18	22	7	0	90	25	138	159	1e-24	35.8
clone13_deb	syd:Syncc9605_0595	46.77	124	64	1	502	137	4	127	7e-24	99.0
clone13_deb	syd:Syncc9605_0595	73.91	23	6	0	90	22	143	165	7e-24	35.8
clone13_deb	mta:Moth_2354	43.09	123	68	1	502	140	4	126	3e-23	95.1
clone13_deb	mta:Moth_2354	69.57	23	7	0	90	22	143	165	3e-23	37.4
clone13_deb	oan:Oant_3558	43.86	114	64	0	511	170	2	115	7e-23	96.3
clone13_deb	oan:Oant_3558	76.19	21	5	0	90	28	144	164	7e-23	35.0
clone13_deb	pth:PTH_1457	45.00	120	64	1	490	137	2	121	7e-23	92.4
clone13_deb	pth:PTH_1457	66.67	24	8	0	93	22	136	159	7e-23	38.9
clone13_fin	sal:Sala_2017	67.89	218	68	1	711	64	219	436	1e-84	 314
clone13_fin	sal:Sala_2017	69.23	13	4	0	755	717	203	215	1e-84	23.5
clone13_fin	swi:Swit_3831	67.89	218	68	1	711	64	185	402	2e-81	 304
clone13_fin	nar:Saro_0583	60.66	211	77	1	678	64	194	404	2e-70	 268
clone13_fin	eli:ELI_10490	61.72	209	75	1	675	64	188	396	5e-67	 257
clone13_fin	rru:Rru_A3607	50.48	208	100	1	696	82	182	389	9e-52	 206
clone14_deb	cms:CMS_2583	44.86	214	113	5	663	37	8	218	1e-41	 172
clone14_deb	cmi:CMM_0573	45.79	214	111	5	663	37	8	218	1e-41	 172
clone14_deb	cdi:DIP0422	44.02	209	117	4	663	37	10	209	2e-41	 171
clone14_deb	msm:MSMEG_1103	44.81	212	114	5	663	37	11	216	3e-41	 171
clone14_deb	mgi:Mflv_5268	41.36	220	126	5	663	13	7	220	4e-41	 171
clone14_fin	rsa:RSal33209_3219	74.10	139	36	0	1	417	22	160	5e-57	 211
clone14_fin	rsa:RSal33209_3219	66.67	21	7	0	420	482	162	182	5e-57	34.3
clone14_fin	aau:AAur_0134	72.46	138	38	0	4	417	23	160	1e-54	 204
clone14_fin	aau:AAur_0134	61.90	21	8	0	420	482	162	182	1e-54	33.1
clone14_fin	art:Arth_0150	71.01	138	40	0	4	417	23	160	2e-53	 200
clone14_fin	art:Arth_0150	61.90	21	8	0	420	482	162	182	2e-53	33.1
clone14_fin	kra:Krad_0530	74.64	138	35	0	4	417	30	167	4e-53	 203
clone14_fin	kra:Krad_0530	54.55	22	10	0	420	485	169	190	4e-53	29.3
clone14_fin	nca:Noca_0443	69.57	138	42	0	4	417	23	160	1e-52	 200
clone14_fin	nca:Noca_0443	59.09	22	9	0	420	485	162	183	1e-52	30.8
clone15_deb	hmo:HM1_3149	69.32	88	27	0	362	625	77	164	4e-44	 114
clone15_deb	hmo:HM1_3149	86.67	30	4	0	166	255	11	40	4e-44	58.5
clone15_deb	hmo:HM1_3149	58.14	43	18	1	258	386	42	81	4e-44	50.1
clone15_deb	hmo:HM1_3154	69.32	88	27	0	362	625	2	89	4e-24	 114
clone15_deb	hmo:HM1_3150	68.06	72	23	0	682	467	64	135	3e-20	 101
clone15_deb	bmj:BMULJ_05097	73.02	63	17	0	655	467	1	63	2e-19	99.0
clone15_deb	cbs:COXBURSA331_A0274	76.19	63	15	0	655	467	1	63	1e-17	92.8
clone15_fin	npu:Npun_R0666	25.98	204	148	2	52	654	274	474	7e-14	80.9
clone15_fin	npu:Npun_R0666	23.96	192	146	0	64	639	176	367	1e-10	70.1
clone15_fin	npu:Npun_R0666	22.88	236	178	4	52	747	206	437	2e-10	69.7
clone15_fin	npu:Npun_R0666	24.38	201	151	2	157	756	173	372	3e-08	62.4
clone15_fin	npu:Npun_R0666	25.15	167	122	2	52	543	342	505	1e-07	60.5
clone15_fin	npu:Npun_R0666	22.45	196	152	0	52	639	308	503	1e-06	57.0
clone15_fin	npu:Npun_R0666	25.37	134	99	2	358	756	172	304	0.001	47.0
clone15_fin	bpy:Bphyt_3028	30.84	214	148	1	52	693	80	290	9e-14	80.5
clone15_fin	bpy:Bphyt_3028	26.60	203	141	1	55	639	149	351	3e-07	58.9
clone15_fin	bpy:Bphyt_3028	26.59	173	123	2	133	639	3	173	2e-05	52.8
clone15_fin	bxe:Bxe_A0959	31.31	214	147	1	52	693	80	290	9e-14	80.5
clone15_fin	bxe:Bxe_A0959	26.96	204	141	1	52	639	148	351	3e-07	58.9
clone15_fin	bxe:Bxe_A0959	25.73	171	125	1	133	639	3	173	1e-05	53.5
clone15_fin	pmf:P9303_24101	24.10	195	148	0	55	639	183	377	1e-13	80.1
clone15_fin	pmf:P9303_24101	22.61	230	178	0	52	741	80	309	2e-09	65.9
clone15_fin	pmf:P9303_24101	21.84	174	136	0	82	603	226	399	3e-08	62.4
clone15_fin	pmf:P9303_24101	22.62	168	130	0	52	555	250	417	3e-08	62.0
clone15_fin	pmf:P9303_24101	23.61	233	178	0	43	741	43	275	5e-07	58.2
clone15_fin	npu:Npun_R1867	26.26	198	146	0	52	645	157	354	1e-12	77.0
clone15_fin	npu:Npun_R1867	24.38	160	121	0	52	531	225	384	4e-08	61.6
clone15_fin	npu:Npun_R1867	23.16	190	146	0	178	747	63	252	6e-07	57.8
clone16_deb	mat:MARTH_orf481	27.19	114	78	2	563	237	601	714	0.019	42.7
clone16_deb	dtps:25547	26.79	112	78	3	569	246	771	877	0.074	40.8
clone16_deb	tva:TVAG_193760	28.30	106	74	3	554	243	1786	1889	0.074	40.8
clone16_deb	tva:TVAG_193760	27.73	119	70	4	593	285	2751	2868	3.1	35.4
clone16_deb	tva:TVAG_193760	26.27	118	72	3	593	285	2647	2764	4.0	35.0
clone16_deb	tva:TVAG_193760	35.71	56	29	1	431	285	2605	2660	9.0	33.9
clone16_deb	tva:TVAG_078510	22.76	145	107	3	656	237	659	793	0.096	40.4
clone16_deb	ptm:GSPATT00004792001	31.86	113	73	5	563	237	216	309	0.096	40.4
clone16_fin	spu:585597	26.09	138	95	4	88	480	804	938	0.62	37.7
clone16_fin	tet:TTHERM_00398100	36.54	52	33	0	391	546	361	412	0.81	37.4
clone16_fin	dpe:Dper_GL17208	30.43	69	41	1	487	672	537	605	1.4	36.6
clone16_fin	gla:GL50803_13475	29.17	72	44	1	532	726	1463	1534	2.4	35.8
clone16_fin	rno:316124	29.57	115	76	5	319	648	489	583	3.1	35.4
clone17_deb	lxx:Lxx01440	75.35	142	35	0	428	3	1	142	5e-57	 224
clone17_deb	cmi:CMM_0576	73.94	142	37	0	428	3	1	142	2e-55	 218
clone17_deb	mpa:MAP4044c	74.63	134	34	0	404	3	6	139	4e-54	 214
clone17_deb	cms:CMS_2584	72.54	142	39	0	428	3	1	142	5e-54	 214
clone17_deb	mbb:BCG_0592c	73.88	134	35	0	404	3	20	153	8e-54	 213
clone17_fin	sfu:Sfum_1309	49.59	242	122	1	726	1	25	265	9e-57	 223
clone17_fin	bwe:BcerKBAB4_2108	44.03	243	136	1	732	4	18	259	7e-52	 206
clone17_fin	bha:BH0995	45.71	245	131	2	729	1	17	256	1e-51	 206
clone17_fin	gur:Gura_1578	44.81	241	133	1	726	4	23	262	3e-51	 204
clone17_fin	bcl:ABC0024	45.45	242	132	1	726	1	25	265	7e-51	 203
clone18_deb	rfr:Rfer_2879	60.92	174	68	1	309	830	1	171	1e-53	 213
clone18_deb	pol:Bpro_1743	55.43	175	77	1	309	830	1	175	1e-49	 199
clone18_deb	aav:Aave_2011	56.11	180	73	2	309	830	1	180	3e-48	 194
clone18_deb	pna:Pnap_1497	53.71	175	80	1	309	830	1	175	4e-48	 194
clone18_deb	vei:Veis_3279	56.74	178	73	1	309	830	1	178	7e-48	 193
clone18_fin	pna:Pnap_0357	72.99	211	57	0	134	766	8	218	5e-92	 340
clone18_fin	lch:Lcho_1142	71.96	214	60	0	134	775	5	218	2e-91	 338
clone18_fin	pol:Bpro_1430	66.82	217	72	0	125	775	1	217	2e-87	 321
clone18_fin	pol:Bpro_1430	78.57	14	2	1	778	816	220	233	2e-87	24.6
clone18_fin	aav:Aave_1119	67.74	217	70	0	125	775	1	217	4e-87	 322
clone18_fin	aav:Aave_1119	80.00	10	2	0	787	816	224	233	4e-87	22.3
clone18_fin	rpi:Rpic_2255	64.52	217	77	1	125	775	1	214	2e-83	 310
clone18_fin	rpi:Rpic_2255	80.00	10	2	0	787	816	221	230	2e-83	22.3
clone19_deb	sma:SAV5924	46.69	242	128	1	2	724	22	263	5e-48	 194
clone19_deb	sco:SCO2277	47.11	242	127	1	2	724	22	263	2e-46	 188
clone19_deb	nca:Noca_3388	45.20	250	133	1	2	739	22	271	1e-43	 179
clone19_deb	art:Arth_0229	44.67	244	135	0	2	733	22	265	1e-43	 179
clone19_deb	cms:CMS_2207	41.80	244	142	0	2	733	22	265	4e-42	 174
clone19_fin	stp:Strop_1284	46.37	179	96	1	86	622	14	182	2e-33	 145
clone19_fin	saq:Sare_1174	44.69	179	99	1	86	622	14	182	3e-32	 141
clone19_fin	sgr:SGR_1910	42.86	182	101	3	86	622	18	198	2e-31	 139
clone19_fin	sma:SAV2667	43.33	180	101	3	86	622	12	189	4e-31	 137
clone19_fin	nfa:nfa41860	40.57	175	104	1	89	613	23	187	9e-30	 133
clone20_deb	cau:Caur_2220	35.75	193	123	2	87	662	79	270	6e-25	 117
clone20_deb	rrs:RoseRS_4378	36.27	193	122	2	87	662	86	277	1e-22	 109
clone20_deb	scl:sce4550	37.50	192	118	2	87	656	73	263	4e-22	 107
clone20_deb	sus:Acid_2815	39.89	188	113	2	87	650	65	247	5e-22	 107
clone20_deb	ace:Acel_1471	35.52	183	118	1	87	635	81	258	4e-20	 101
clone20_fin	mdo:100015018	41.51	53	30	1	425	270	17	69	2.2	35.8
clone20_fin	bta:520151	40.43	47	26	1	407	273	116	162	6.4	34.3
clone20_fin	nca:Noca_4469	33.78	74	48	2	509	291	197	269	8.4	33.9
clone20_fin	xau:Xaut_0233	43.86	57	29	2	36	197	338	393	8.4	33.9
clone21_deb	pna:Pnap_3897	63.26	215	79	2	661	17	1126	1338	9e-60	 226
clone21_deb	pna:Pnap_3897	86.67	15	2	0	749	705	1093	1107	9e-60	28.1
clone21_deb	pol:Bpro_4655	59.05	232	78	2	661	17	1170	1400	2e-57	 219
clone21_deb	pol:Bpro_4655	86.67	15	2	0	749	705	1136	1150	2e-57	28.1
clone21_deb	rfr:Rfer_0366	61.36	220	80	2	661	17	1128	1346	3e-57	 221
clone21_deb	rfr:Rfer_0366	73.33	15	4	0	749	705	1093	1107	3e-57	25.4
clone21_deb	aav:Aave_4656	59.47	227	90	2	691	17	1125	1350	3e-52	 207
clone21_deb	ajs:Ajs_4018	59.72	216	86	2	661	17	1157	1371	1e-51	 203
clone21_deb	ajs:Ajs_4018	40.00	30	18	0	749	660	1127	1156	1e-51	24.6
clone21_fin	azo:azo3916	79.77	257	52	0	773	3	42	298	1e-103	 378
clone21_fin	pol:Bpro_4683	73.85	260	65	2	773	3	77	332	6e-97	 356
clone21_fin	vei:Veis_2731	73.85	260	65	1	773	3	42	301	1e-95	 352
clone21_fin	ajs:Ajs_4048	71.54	260	71	1	773	3	42	301	2e-94	 348
clone21_fin	aav:Aave_4685	70.77	260	73	1	773	3	42	301	3e-94	 347
clone22_deb	fra:Francci3_3574	34.25	292	173	8	3	821	7	289	2e-32	 142
clone22_deb	fre:Franean1_1169	32.73	275	168	5	48	821	23	289	3e-32	 141
clone22_deb	fal:FRAAL5773	32.64	288	177	7	9	821	18	298	2e-30	 135
clone22_deb	mtf:TBFG_12885	32.52	286	165	8	48	821	24	306	7e-30	 134
clone22_deb	mra:MRA_2894	32.52	286	165	8	48	821	24	306	7e-30	 134
clone22_fin	mab:MAB_3693c	67.89	109	32	1	3	320	108	216	4e-38	 161
clone22_fin	mgi:Mflv_4892	66.33	98	33	0	27	320	116	213	4e-34	 147
clone22_fin	msm:MSMEG_1635	61.47	109	39	1	3	320	105	213	2e-33	 145
clone22_fin	mjl:Mjls_1211	64.29	98	35	0	27	320	116	213	5e-33	 144
clone22_fin	mkm:Mkms_1201	64.29	98	35	0	27	320	116	213	5e-33	 144
clone23_deb	pat:Patl_0059	29.25	106	61	4	561	286	16	121	2.3	35.8
clone23_deb	ptm:GSPATT00027642001	32.73	55	37	1	316	152	218	271	4.0	35.0
clone23_deb	chy:CHY_0618	43.59	39	22	0	501	385	490	528	5.2	34.7
clone23_deb	ptm:GSPATT00001169001	25.85	147	109	5	732	292	1352	1486	5.2	34.7
clone23_deb	dre:571770	19.77	172	132	5	774	277	249	416	5.2	34.7
clone23_fin	stp:Strop_4030	70.26	269	78	2	1	801	102	365	3e-81	 304
clone23_fin	saq:Sare_4411	70.63	269	77	3	1	801	102	365	2e-80	 301
clone23_fin	ace:Acel_1973	68.77	269	82	2	1	801	111	377	6e-79	 296
clone23_fin	tfu:Tfu_0134	69.32	264	81	1	10	801	130	391	8e-78	 293
clone23_fin	sen:SACE_0375	70.15	268	78	3	4	801	119	383	1e-77	 292
clone24_deb	mth:MTH929	24.24	231	172	9	94	777	3	195	1e-04	50.4
clone24_deb	ots:OTBS_1807	24.18	182	132	6	79	606	9	169	0.13	40.0
clone24_deb	ott:OTT_1201	24.58	179	127	7	94	606	5	160	0.39	38.5
clone24_deb	tva:TVAG_046450	32.50	80	53	3	256	492	54	131	0.86	37.4
clone24_deb	dtps:23387	32.84	67	39	1	460	642	961	1027	1.9	36.2
clone24_fin	dsy:DSY2660	47.85	186	97	0	243	800	1	186	7e-40	 167
clone24_fin	bha:BH2491	48.91	184	94	0	249	800	2	185	4e-39	 164
clone24_fin	cau:Caur_1462	47.57	185	97	0	246	800	3	187	6e-39	 164
clone24_fin	bwe:BcerKBAB4_3674	46.20	184	99	0	249	800	2	185	6e-39	 164
clone24_fin	btl:BALH_3482	45.65	184	100	0	249	800	2	185	8e-39	 163
clone25_deb	lch:Lcho_0374	78.95	247	52	0	831	91	85	331	2e-110	 401
clone25_deb	aav:Aave_0327	78.60	243	52	0	816	88	92	334	3e-110	 400
clone25_deb	ajs:Ajs_0266	78.05	246	54	0	828	91	88	333	5e-110	 400
clone25_deb	rfr:Rfer_3805	77.69	251	52	1	831	91	85	335	2e-109	 398
clone25_deb	dac:Daci_0380	77.24	246	56	0	828	91	108	353	3e-109	 397
clone25_fin	pne:Pnec_0117	79.20	250	52	1	754	5	1	247	2e-97	 358
clone25_fin	pnu:Pnuc_0118	79.75	242	49	0	730	5	6	247	3e-95	 351
clone25_fin	cti:RALTA_A2862	73.06	245	66	0	751	17	4	248	4e-90	 333
clone25_fin	rme:Rmet_3235	74.06	239	62	0	721	5	9	247	1e-89	 332
clone25_fin	reh:H16_A3403	72.65	245	67	0	751	17	4	248	2e-89	 332
